Time,Ticker,Order,T,Shares,Price,MPID,X
34735659,IBM,13719681,D,0,0,,Q
34735659,IBM,13719684,D,0,0,,Q
34735689,IBM,13721058,B,45,1810700,,Q
34735731,IBM,13721295,B,100,1811000,,Q
34736290,IBM,13716511,D,0,0,,Q
34736395,IBM,13721058,D,0,0,,Q
34736406,IBM,13727517,S,100,1811500,,Q
34737049,IBM,13721295,F,0,0,,Q
34737049,IBM,13733364,S,100,1811100,,Q
34737049,IBM,13733365,S,100,1811400,,Q
34737135,IBM,13733365,D,0,0,,Q
34737145,IBM,13733364,D,0,0,,Q
34737165,IBM,13676036,D,0,0,,Q
34737171,IBM,13735730,S,100,1813000,,Q
34737243,IBM,13736663,B,100,1810400,,Q
34737610,IBM,13705315,D,0,0,,Q
34738124,IBM,13748505,S,100,1811000,,Q
34738138,IBM,13748505,F,0,0,,Q
34738206,IBM,13749487,B,100,1811000,,Q
34738311,IBM,13750599,S,200,1814500,,Q
34738988,IBM,13758364,B,100,1806600,,Q
34739238,IBM,13761029,S,135,1811900,,Q
34739239,IBM,13761029,D,0,0,,Q
34739239,IBM,13761080,S,135,1812000,,Q
34739488,IBM,13735730,D,0,0,,Q
34740095,IBM,13749487,F,0,0,,Q
34740095,IBM,13779101,S,100,1811100,,Q
34740095,IBM,13779103,S,100,1811400,,Q
34740095,IBM,13761080,D,0,0,,Q
34740095,IBM,13779105,S,127,1811500,,Q
34740095,IBM,13779105,D,0,0,,Q
34740096,IBM,13779108,S,135,1811300,,Q
34740096,IBM,13779108,D,0,0,,Q
34740096,IBM,13779111,S,135,1811300,,Q
34740096,IBM,13779111,D,0,0,,Q
34740096,IBM,13779112,S,135,1811300,,Q
34740096,IBM,13779112,D,0,0,,Q
34740096,IBM,13779117,S,135,1811300,,Q
34740096,IBM,13779117,D,0,0,,Q
34740096,IBM,13779119,S,135,1811300,,Q
34740096,IBM,13779119,D,0,0,,Q
34740096,IBM,13779123,S,135,1811300,,Q
34740096,IBM,13779123,D,0,0,,Q
34740096,IBM,13779126,S,135,1811300,,Q
34740096,IBM,13779126,D,0,0,,Q
34740097,IBM,13779130,S,135,1811300,,Q
34740097,IBM,13779130,D,0,0,,Q
34740097,IBM,13779134,S,135,1811300,,Q
34740097,IBM,13779134,D,0,0,,Q
34740097,IBM,13779136,S,135,1811300,,Q
34740097,IBM,13779136,D,0,0,,Q
34740097,IBM,13779141,S,135,1811300,,Q
34740097,IBM,13779141,D,0,0,,Q
34740097,IBM,13779142,S,135,1811300,,Q
34740097,IBM,13779142,D,0,0,,Q
34740097,IBM,13779149,S,135,1811300,,Q
34740097,IBM,13779149,D,0,0,,Q
34740097,IBM,13779151,S,135,1811300,,Q
34740097,IBM,13779151,D,0,0,,Q
34740098,IBM,13779160,S,135,1811300,,Q
34740098,IBM,13779160,D,0,0,,Q
34740098,IBM,13779162,S,135,1811300,,Q
34740098,IBM,13779162,D,0,0,,Q
34740098,IBM,13779163,S,135,1811300,,Q
34740098,IBM,13779163,D,0,0,,Q
34740098,IBM,13779165,S,135,1811300,,Q
34740098,IBM,13779165,D,0,0,,Q
34740098,IBM,13779167,S,135,1811300,,Q
34740098,IBM,13779167,D,0,0,,Q
34740098,IBM,13779169,S,135,1811300,,Q
34740098,IBM,13779169,D,0,0,,Q
34740098,IBM,13779172,S,135,1811300,,Q
34740098,IBM,13779172,D,0,0,,Q
34740099,IBM,13779175,S,135,1811300,,Q
34740099,IBM,13779175,D,0,0,,Q
34740099,IBM,13779179,S,135,1811300,,Q
34740099,IBM,13779179,D,0,0,,Q
34740099,IBM,13779182,S,135,1811300,,Q
34740099,IBM,13779182,D,0,0,,Q
34740099,IBM,13779183,S,135,1811300,,Q
34740099,IBM,13779183,D,0,0,,Q
34740099,IBM,13779189,S,135,1811300,,Q
34740099,IBM,13779189,D,0,0,,Q
34740099,IBM,13779190,S,135,1811300,,Q
34740099,IBM,13779190,D,0,0,,Q
34740099,IBM,13779192,S,135,1811300,,Q
34740099,IBM,13779192,D,0,0,,Q
34740100,IBM,13779195,S,135,1811300,,Q
34740100,IBM,13779195,D,0,0,,Q
34740100,IBM,13779198,S,135,1811300,,Q
34740100,IBM,13779198,D,0,0,,Q
34740100,IBM,13779201,S,135,1811300,,Q
34740100,IBM,13779201,D,0,0,,Q
34740100,IBM,13779202,S,100,1813300,,Q
34740100,IBM,13779204,S,135,1811300,,Q
34740100,IBM,13779204,D,0,0,,Q
34740100,IBM,13779207,S,135,1811300,,Q
34740100,IBM,13779207,D,0,0,,Q
34740100,IBM,13779209,S,135,1811300,,Q
34740100,IBM,13779209,D,0,0,,Q
34740100,IBM,13779211,S,135,1811300,,Q
34740100,IBM,13779211,D,0,0,,Q
34740101,IBM,13779213,S,135,1811300,,Q
34740101,IBM,13779213,D,0,0,,Q
34740101,IBM,13779216,S,135,1811300,,Q
34740101,IBM,13779216,D,0,0,,Q
34740101,IBM,13779218,S,135,1811300,,Q
34740101,IBM,13779218,D,0,0,,Q
34740101,IBM,13779223,S,135,1811300,,Q
34740101,IBM,13779223,D,0,0,,Q
34740101,IBM,13779229,S,135,1811300,,Q
34740101,IBM,13779229,D,0,0,,Q
34740101,IBM,13779236,S,135,1811300,,Q
34740101,IBM,13779236,D,0,0,,Q
34740101,IBM,13779237,S,135,1811300,,Q
34740101,IBM,13779237,D,0,0,,Q
34740102,IBM,13779240,S,135,1811300,,Q
34740102,IBM,13779240,D,0,0,,Q
34740102,IBM,13779241,S,135,1811300,,Q
34740102,IBM,13779241,D,0,0,,Q
34740102,IBM,13779243,S,135,1811300,,Q
34740102,IBM,13779243,D,0,0,,Q
34740102,IBM,13779244,S,135,1811300,,Q
34740102,IBM,13779244,D,0,0,,Q
34740102,IBM,13779247,S,135,1811300,,Q
34740102,IBM,13779247,D,0,0,,Q
34740213,IBM,13614717,D,0,0,,Q
34740247,IBM,13781249,S,100,1814400,,Q
34740247,IBM,13779101,D,0,0,,Q
34740247,IBM,13779103,D,0,0,,Q
34740248,IBM,13781249,D,0,0,,Q
34740900,IBM,13788398,S,100,1814400,,Q
34741149,IBM,13791327,B,100,1810900,,Q
34741680,IBM,13779202,D,0,0,,Q
34742212,IBM,13791327,F,0,0,,Q
34743562,IBM,13817353,S,100,1810900,,Q
34743687,IBM,13075768,D,0,0,,Q
34743693,IBM,13736663,F,0,0,,Q
34743694,IBM,13818415,S,100,1810700,,Q
34743699,IBM,13818480,S,100,1811700,,Q
34743712,IBM,13817353,D,0,0,,Q
34743752,IBM,13819012,B,100,1809400,,Q
34743753,IBM,13819012,D,0,0,,Q
34743767,IBM,13819566,B,100,1807300,,Q
34743809,IBM,13583054,D,0,0,TMBR,Q
34743809,IBM,13821257,B,100,1808500,TMBR,Q
34743842,IBM,13818415,D,0,0,,Q
34744078,IBM,13821257,D,0,0,TMBR,Q
34744078,IBM,13824388,B,100,1807100,TMBR,Q
34744319,IBM,13819566,D,0,0,,Q
34745000,IBM,13833346,S,100,1810000,,Q
34745062,IBM,13758364,D,0,0,,Q
34745062,IBM,13818480,D,0,0,,Q
34745881,IBM,13842675,S,100,1812800,,Q
34745881,IBM,0,T,100,1809850,,Q
34745882,IBM,0,T,100,1809850,,Q
34745909,IBM,13824388,D,0,0,TMBR,Q
34745909,IBM,13843005,B,100,1807000,TMBR,Q
34745927,IBM,13228975,D,0,0,,Q
34745932,IBM,13843371,S,100,1811100,,Q
34746033,IBM,13844491,B,100,1807200,,Q
34746042,IBM,13833346,E,50,0,,Q
34746042,IBM,13833346,F,0,0,,Q
34746042,IBM,13844570,B,100,1809900,,Q
34746045,IBM,13844606,B,100,1810000,,Q
34746051,IBM,13844491,D,0,0,,Q
34746054,IBM,13844716,B,800,1809900,,Q
34746054,IBM,13844717,B,100,1810100,,Q
34746061,IBM,13844813,B,100,1807700,,Q
34746131,IBM,13845475,S,100,1810400,,Q
34746131,IBM,13844570,D,0,0,,Q
34746141,IBM,13844606,D,0,0,,Q
34746203,IBM,13846118,B,100,1807200,,Q
34746437,IBM,13844717,F,0,0,,Q
34746437,IBM,13849128,S,100,1810100,,Q
34746583,IBM,13849128,D,0,0,,Q
34746611,IBM,13850738,S,200,1810100,,Q
34746655,IBM,13851286,S,200,1810100,,Q
34746681,IBM,13844813,D,0,0,,Q
34746725,IBM,13852345,S,200,1810100,,Q
34747027,IBM,13850738,D,0,0,,Q
34747029,IBM,13851286,D,0,0,,Q
34747030,IBM,13846118,D,0,0,,Q
34747031,IBM,13852345,D,0,0,,Q
34747032,IBM,13844716,D,0,0,,Q
34747034,IBM,13843005,D,0,0,TMBR,Q
34747034,IBM,13855003,B,200,1806800,TMBR,Q
34747038,IBM,13855037,S,100,1810200,,Q
34747049,IBM,13686054,D,0,0,,Q
34747056,IBM,13713143,D,0,0,,Q
34747056,IBM,13727517,D,0,0,,Q
34747205,IBM,13855003,C,100,0,TMBR,Q
34747667,IBM,13861534,B,200,1809900,,Q
34747669,IBM,13861557,B,100,1809800,,Q
34747671,IBM,13855037,F,0,0,,Q
34747671,IBM,13861568,B,100,1810200,,Q
34747671,IBM,13861569,B,100,1810100,,Q
34747671,IBM,13845475,F,0,0,,Q
34747672,IBM,13861589,B,100,1810000,,Q
34747676,IBM,13861632,B,100,1806200,,Q
34747758,IBM,13861569,D,0,0,,Q
34747768,IBM,13861568,D,0,0,,Q
34747819,IBM,13862738,B,100,1807200,,Q
34747861,IBM,13843371,D,0,0,,Q
34748008,IBM,13864183,S,100,1810800,,Q
34748172,IBM,13842675,D,0,0,,Q
34748377,IBM,13867591,S,100,1811200,,Q
34748401,IBM,13867840,B,100,1808500,,Q
34748759,IBM,13870476,B,100,1810200,,Q
34748770,IBM,13861534,D,0,0,,Q
34748771,IBM,13861557,D,0,0,,Q
34748774,IBM,13861589,D,0,0,,Q
34748776,IBM,13862738,D,0,0,,Q
34748821,IBM,13870829,S,100,1812500,,Q
34748835,IBM,13870967,S,100,1810800,,Q
34749321,IBM,13867840,D,0,0,,Q
34749498,IBM,13877405,S,100,1810600,,Q
34749503,IBM,13864183,D,0,0,,Q
34749571,IBM,13870476,F,0,0,,Q
34749571,IBM,13878104,S,100,1810300,,Q
34749571,IBM,13878109,S,100,1810700,,Q
34749571,IBM,0,T,100,1810200,,Q
34749710,IBM,13880581,S,100,1810300,,Q
34749726,IBM,13878104,D,0,0,,Q
34749726,IBM,13878109,D,0,0,,Q
34750101,IBM,13861632,D,0,0,,Q
34750147,IBM,13885073,B,100,1809900,,Q
34750152,IBM,13885131,B,100,1810000,,Q
34750298,IBM,13892086,B,100,1807200,,Q
34750385,IBM,13893235,B,800,1810200,,Q
34750385,IBM,13880581,F,0,0,,Q
34750385,IBM,13893238,B,100,1810300,,Q
34750393,IBM,13893238,F,0,0,,Q
34750393,IBM,13893332,S,200,1810300,,Q
34750393,IBM,13893332,F,0,0,,Q
34750402,IBM,13893422,B,100,1807900,,Q
34750891,IBM,13893235,E,200,0,,Q
34750902,IBM,13870829,D,0,0,,Q
34750932,IBM,13893235,E,200,0,,Q
34750969,IBM,13893235,E,200,0,,Q
34750977,IBM,13900877,B,100,1810300,,Q
34751029,IBM,13901576,S,100,1813000,,Q
34751071,IBM,13900877,D,0,0,,Q
34751169,IBM,13893422,D,0,0,,Q
34751295,IBM,13870967,D,0,0,,Q
34751297,IBM,13877405,D,0,0,,Q
34751303,IBM,13893235,D,0,0,,Q
34751330,IBM,13904988,B,100,1807700,,Q
34751830,IBM,13901576,D,0,0,,Q
34752717,IBM,13885131,D,0,0,,Q
34752718,IBM,13885073,D,0,0,,Q
34752718,IBM,13855003,D,0,0,TMBR,Q
34752718,IBM,13921588,B,100,1806700,TMBR,Q
34752721,IBM,13892086,D,0,0,,Q
34752769,IBM,13922013,S,100,1811900,,Q
34752770,IBM,13921588,D,0,0,TMBR,Q
34752770,IBM,13922016,B,100,1806400,TMBR,Q
34752928,IBM,13923466,S,100,1810800,,Q
34753269,IBM,13904988,D,0,0,,Q
34753822,IBM,13933353,S,100,1810600,,Q
34754030,IBM,13936906,B,100,1809800,,Q
34754183,IBM,13938780,B,100,1807200,,Q
34754367,IBM,13933353,F,0,0,,Q
34754367,IBM,13940403,B,100,1810100,,Q
34754391,IBM,13940781,B,100,1807400,,Q
34754454,IBM,13940403,D,0,0,,Q
34754462,IBM,13867591,D,0,0,,Q
34754891,IBM,13922013,D,0,0,,Q
34755447,IBM,13951495,S,100,1811200,,Q
34755447,IBM,13951497,S,135,1811000,,Q
34756034,IBM,13956860,S,100,1810800,,Q
34756160,IBM,13957983,B,500,1810000,,Q
34756160,IBM,13951497,D,0,0,,Q
34756161,IBM,13957987,S,135,1811200,,Q
34756193,IBM,13958202,B,100,1808000,,Q
34756337,IBM,13936906,D,0,0,,Q
34756337,IBM,13957987,D,0,0,,Q
34756337,IBM,13959652,S,127,1811100,,Q
34756401,IBM,13959652,D,0,0,,Q
34756401,IBM,13960192,S,135,1811200,,Q
34756402,IBM,13960192,D,0,0,,Q
34756402,IBM,13960271,S,127,1811100,,Q
34756402,IBM,13960271,D,0,0,,Q
34756402,IBM,13960276,S,135,1811300,,Q
34756494,IBM,13961102,S,100,1813100,,Q
34756608,IBM,13962164,S,100,1810700,,Q
34756608,IBM,13960276,D,0,0,,Q
34756608,IBM,13962166,S,127,1811100,,Q
34756610,IBM,13922016,D,0,0,TMBR,Q
34756610,IBM,13962197,B,100,1810000,TMBR,Q
34756638,IBM,13962197,D,0,0,TMBR,Q
34756638,IBM,13962702,B,100,1809700,TMBR,Q
34756638,IBM,13962166,D,0,0,,Q
34756638,IBM,13962703,S,135,1811200,,Q
34756654,IBM,13962822,B,100,1809900,,Q
34756655,IBM,13962702,D,0,0,TMBR,Q
34756655,IBM,13962844,B,100,1808200,TMBR,Q
34756655,IBM,13962853,B,100,1809800,,Q
34757175,IBM,13961102,D,0,0,,Q
34757611,IBM,13971219,B,100,1808600,,Q
34757612,IBM,13971228,B,800,1810500,,Q
34757612,IBM,13962703,D,0,0,,Q
34757613,IBM,13971229,S,135,1811400,,Q
34757613,IBM,13962164,F,0,0,,Q
34757613,IBM,13971234,B,100,1810700,,Q
34757613,IBM,13923466,F,0,0,,Q
34757613,IBM,13956860,F,0,0,,Q
34757613,IBM,13971236,B,100,1810600,,Q
34757614,IBM,13971229,D,0,0,,Q
34757614,IBM,13971248,S,135,1811800,,Q
34757614,IBM,13788398,D,0,0,,Q
34757616,IBM,13962844,D,0,0,TMBR,Q
34757616,IBM,13971266,B,100,1808100,TMBR,Q
34757693,IBM,13971852,S,100,1813100,,Q
34757697,IBM,13971236,D,0,0,,Q
34757707,IBM,13971234,D,0,0,,Q
34757707,IBM,13971266,D,0,0,TMBR,Q
34757707,IBM,13972021,B,100,1807900,TMBR,Q
34757707,IBM,13971248,D,0,0,,Q
34757707,IBM,13972022,S,127,1811700,,Q
34757712,IBM,13951495,D,0,0,,Q
34757712,IBM,13972022,D,0,0,,Q
34757712,IBM,13972069,S,135,1811900,,Q
34757727,IBM,13972198,S,200,1810800,,Q
34757727,IBM,13972069,D,0,0,,Q
34757727,IBM,13972200,S,127,1811500,,Q
34757774,IBM,13972567,S,100,1814400,,Q
34758134,IBM,13971219,D,0,0,,Q
34758137,IBM,13971228,F,0,0,,Q
34758137,IBM,13975637,S,100,1810600,,Q
34758137,IBM,13972021,D,0,0,TMBR,Q
34758137,IBM,13975638,B,100,1807700,TMBR,Q
34758137,IBM,13975639,S,100,1810700,,Q
34758137,IBM,13972200,D,0,0,,Q
34758137,IBM,13975642,S,135,1811300,,Q
34758137,IBM,13975645,B,800,1810500,,Q
34758138,IBM,13975642,D,0,0,,Q
34758138,IBM,13975656,S,135,1811400,,Q
34758213,IBM,13975645,E,200,0,,Q
34758244,IBM,13976356,S,100,1811400,,Q
34758249,IBM,13975645,E,200,0,,Q
34758255,IBM,13971852,D,0,0,,Q
34758289,IBM,13975637,D,0,0,,Q
34758289,IBM,13975639,D,0,0,,Q
34758289,IBM,13975656,D,0,0,,Q
34758289,IBM,13976917,S,135,1811500,,Q
34758293,IBM,13976939,S,100,1812800,,Q
34758301,IBM,13975645,E,200,0,,Q
34758312,IBM,13962822,D,0,0,,Q
34758313,IBM,13962853,D,0,0,,Q
34758317,IBM,13975645,F,0,0,,Q
34758317,IBM,13977134,S,100,1810600,,Q
34758317,IBM,13977135,S,100,1810700,,Q
34758317,IBM,13976917,D,0,0,,Q
34758317,IBM,13977136,S,127,1811200,,Q
34758317,IBM,13977140,B,400,1810500,,Q
34758318,IBM,13977140,E,200,0,,Q
34758318,IBM,13977136,D,0,0,,Q
34758318,IBM,13977149,S,135,1811300,,Q
34758470,IBM,13977134,D,0,0,,Q
34758470,IBM,13977135,D,0,0,,Q
34758470,IBM,13977149,D,0,0,,Q
34758470,IBM,13978444,S,135,1811500,,Q
34758638,IBM,13958202,D,0,0,,Q
34758656,IBM,13938780,D,0,0,,Q
34758658,IBM,13977140,D,0,0,,Q
34758658,IBM,13978444,D,0,0,,Q
34758658,IBM,13980044,S,127,1811200,,Q
34758818,IBM,13981256,B,100,1810500,,Q
34758818,IBM,13980044,D,0,0,,Q
34758818,IBM,13981262,S,135,1811400,,Q
34758820,IBM,13981284,B,100,1808000,,Q
34759333,IBM,13981284,D,0,0,,Q
34760187,IBM,13981256,D,0,0,,Q
34760187,IBM,13981262,D,0,0,,Q
34760187,IBM,13994008,S,127,1811100,,Q
34760226,IBM,13994008,D,0,0,,Q
34760226,IBM,13994420,S,135,1811200,,Q
34760340,IBM,13995787,B,100,1807200,,Q
34760690,IBM,13940781,D,0,0,,Q
34761588,IBM,14007552,B,100,1810100,,Q
34761588,IBM,13994420,D,0,0,,Q
34761588,IBM,14007554,S,135,1811300,,Q
34761627,IBM,13995787,D,0,0,,Q
34761762,IBM,14009163,B,100,1806700,,Q
34761836,IBM,14009709,B,100,1807200,,Q
34762165,IBM,13972198,F,0,0,,Q
34762165,IBM,14007554,D,0,0,,Q
34762165,IBM,14012899,S,135,1811600,,Q
34762166,IBM,14012899,D,0,0,,Q
34762166,IBM,14012901,S,127,1811500,,Q
34762166,IBM,14007552,D,0,0,,Q
34762166,IBM,14012901,D,0,0,,Q
34762166,IBM,14012906,S,135,1811400,,Q
34762166,IBM,13972567,D,0,0,,Q
34762169,IBM,13975638,D,0,0,TMBR,Q
34762169,IBM,14012968,B,100,1807600,TMBR,Q
34762263,IBM,14013795,B,100,1807900,,Q
34762264,IBM,13976939,D,0,0,,Q
34762389,IBM,14014666,S,100,1814400,,Q
34762425,IBM,14014666,D,0,0,,Q
34762521,IBM,13976356,D,0,0,,Q
34762521,IBM,14012906,D,0,0,,Q
34762521,IBM,14015709,S,135,1811700,,Q
34762650,IBM,0,T,100,1811300,,Q
34762663,IBM,14017281,S,100,1812800,,Q
34762743,IBM,14009709,D,0,0,,Q
34762807,IBM,14018440,S,100,1814400,,Q
34763162,IBM,14013795,D,0,0,,Q
34763751,IBM,13097417,D,0,0,TMBR,Q
34763751,IBM,14028894,S,100,1811700,TMBR,Q
34763787,IBM,14028894,D,0,0,TMBR,Q
34763787,IBM,14029622,S,100,1811900,TMBR,Q
34764103,IBM,14033878,B,100,1808100,,Q
34764191,IBM,14034798,B,100,1807200,,Q
34764596,IBM,0,T,100,1810600,,Q
34764596,IBM,0,T,100,1810600,,Q
34764596,IBM,0,T,100,1810510,,Q
34764603,IBM,14017281,D,0,0,,Q
34764678,IBM,14039620,S,100,1811600,,Q
34764678,IBM,14015709,D,0,0,,Q
34764678,IBM,14039623,S,127,1811600,,Q
34765113,IBM,14043769,S,100,1813400,,Q
34765124,IBM,14034798,D,0,0,,Q
34765207,IBM,14044701,B,100,1810800,,Q
34765207,IBM,14044701,F,0,0,,Q
34765207,IBM,14039623,D,0,0,,Q
34765207,IBM,14044708,S,135,1811700,,Q
34765207,IBM,14044708,D,0,0,,Q
34765207,IBM,14044713,S,127,1811600,,Q
34765623,IBM,14033878,D,0,0,,Q
34765623,IBM,13237150,D,0,0,,Q
34765623,IBM,14048845,S,100,1812400,,Q
34766464,IBM,14059832,B,100,1807500,,Q
34766964,IBM,14059832,D,0,0,,Q
34767208,IBM,13398395,D,0,0,,Q
34767208,IBM,14067803,B,300,1800400,,Q
34767208,IBM,14067817,S,300,1821400,,Q
34767286,IBM,14068768,B,100,1810600,,Q
34767286,IBM,14044713,D,0,0,,Q
34767286,IBM,14068772,S,135,1811700,,Q
34767882,IBM,14074632,B,100,1807700,,Q
34767999,IBM,14075628,B,100,1807200,,Q
34768076,IBM,14029622,D,0,0,TMBR,Q
34768076,IBM,14076982,S,100,1812000,TMBR,Q
34768088,IBM,14075628,D,0,0,,Q
34768212,IBM,14076982,D,0,0,TMBR,Q
34768212,IBM,14078506,S,100,1812100,TMBR,Q
34768360,IBM,14068772,D,0,0,,Q
34768360,IBM,14080069,S,135,1811800,,Q
34768622,IBM,14074632,D,0,0,,Q
34768700,IBM,14083378,B,100,1810900,,Q
34768701,IBM,14080069,D,0,0,,Q
34768701,IBM,14083389,S,135,1812000,,Q
34768722,IBM,14083622,B,100,1807500,,Q
34768740,IBM,14039620,D,0,0,,Q
34768740,IBM,14078506,D,0,0,TMBR,Q
34768740,IBM,14083781,S,100,1812200,TMBR,Q
34768852,IBM,14084964,B,100,1807200,,Q
34769019,IBM,14086890,B,100,1810800,,Q
34769019,IBM,14083389,D,0,0,,Q
34769019,IBM,14086897,S,135,1812100,,Q
34769073,IBM,14018440,D,0,0,,Q
34769101,IBM,14083378,D,0,0,,Q
34769105,IBM,14084964,D,0,0,,Q
34769183,IBM,14083781,D,0,0,TMBR,Q
34769183,IBM,14089963,S,100,1814000,TMBR,Q
34769222,IBM,14048845,D,0,0,,Q
34769823,IBM,14096817,B,100,1807200,,Q
34770182,IBM,14083622,D,0,0,,Q
34770703,IBM,13582646,E,100,0,,Q
34771074,IBM,14110975,S,100,1814400,,Q
34771403,IBM,14113977,B,100,1810600,,Q
34772045,IBM,14110975,D,0,0,,Q
34772192,IBM,14121486,S,100,1811500,,Q
34772192,IBM,14086897,D,0,0,,Q
34772192,IBM,14121489,S,127,1812000,,Q
34772193,IBM,14121494,S,100,1812800,,Q
34772302,IBM,14122436,S,100,1814400,,Q
34772587,IBM,14121489,D,0,0,,Q
34772587,IBM,14127189,S,135,1812100,,Q
34772614,IBM,14127189,D,0,0,,Q
34772614,IBM,14128514,S,127,1812000,,Q
34773424,IBM,14121486,D,0,0,,Q
34773424,IBM,14128514,D,0,0,,Q
34773424,IBM,14138368,S,135,1812200,,Q
34773424,IBM,14138368,D,0,0,,Q
34773424,IBM,14138369,S,127,1812100,,Q
34773425,IBM,14138369,D,0,0,,Q
34773425,IBM,14138372,S,135,1812300,,Q
34773425,IBM,14138372,D,0,0,,Q
34773425,IBM,14138373,S,127,1812100,,Q
34773425,IBM,14138373,D,0,0,,Q
34773425,IBM,14138374,S,135,1812300,,Q
34773425,IBM,14138374,D,0,0,,Q
34773425,IBM,14138376,S,127,1812100,,Q
34773425,IBM,14138376,D,0,0,,Q
34773425,IBM,14138378,S,135,1812300,,Q
34773425,IBM,14138378,D,0,0,,Q
34773425,IBM,14138381,S,127,1812100,,Q
34773425,IBM,14138381,D,0,0,,Q
34773425,IBM,14138382,S,135,1812300,,Q
34773425,IBM,14138382,D,0,0,,Q
34773425,IBM,14138383,S,127,1812100,,Q
34773425,IBM,14138383,D,0,0,,Q
34773425,IBM,14138392,S,135,1812300,,Q
34773425,IBM,14138392,D,0,0,,Q
34773425,IBM,14138406,S,127,1812100,,Q
34773425,IBM,14138406,D,0,0,,Q
34773425,IBM,14138410,S,135,1812300,,Q
34773425,IBM,14138410,D,0,0,,Q
34773426,IBM,14138412,S,127,1812100,,Q
34773426,IBM,14138412,D,0,0,,Q
34773426,IBM,14138413,S,135,1812300,,Q
34773426,IBM,14138413,D,0,0,,Q
34773426,IBM,14138414,S,127,1812100,,Q
34773426,IBM,14138414,D,0,0,,Q
34773426,IBM,14138415,S,135,1812300,,Q
34773426,IBM,14138415,D,0,0,,Q
34773426,IBM,14138427,S,127,1812100,,Q
34773426,IBM,14138427,D,0,0,,Q
34773426,IBM,14138435,S,135,1812200,,Q
34773426,IBM,14138435,D,0,0,,Q
34773426,IBM,14138437,S,127,1812100,,Q
34773426,IBM,14138437,D,0,0,,Q
34773426,IBM,14138439,S,135,1812300,,Q
34773426,IBM,14138439,D,0,0,,Q
34773426,IBM,14138441,S,127,1812100,,Q
34773426,IBM,14138441,D,0,0,,Q
34773426,IBM,14138447,S,135,1812300,,Q
34773426,IBM,14138447,D,0,0,,Q
34773426,IBM,14138449,S,127,1812100,,Q
34773427,IBM,14138449,D,0,0,,Q
34773427,IBM,14138451,S,135,1812200,,Q
34773427,IBM,14138451,D,0,0,,Q
34773427,IBM,14138454,S,127,1812100,,Q
34773427,IBM,14138454,D,0,0,,Q
34773427,IBM,14138457,S,135,1812300,,Q
34773427,IBM,14138457,D,0,0,,Q
34773427,IBM,14138460,S,127,1812100,,Q
34773427,IBM,14138460,D,0,0,,Q
34773427,IBM,14138464,S,135,1812300,,Q
34773427,IBM,14138464,D,0,0,,Q
34773427,IBM,14138469,S,127,1812100,,Q
34773427,IBM,14138469,D,0,0,,Q
34773427,IBM,14138475,S,135,1812300,,Q
34773427,IBM,14138475,D,0,0,,Q
34773427,IBM,14138478,S,127,1812100,,Q
34773427,IBM,14138478,D,0,0,,Q
34773427,IBM,14138487,S,135,1812300,,Q
34773427,IBM,14138487,D,0,0,,Q
34773427,IBM,14138492,S,127,1812100,,Q
34773427,IBM,14138492,D,0,0,,Q
34773427,IBM,14138497,S,135,1812300,,Q
34773427,IBM,14138497,D,0,0,,Q
34773428,IBM,14138501,S,127,1812100,,Q
34773428,IBM,14138501,D,0,0,,Q
34773428,IBM,14138504,S,135,1812300,,Q
34773428,IBM,14138504,D,0,0,,Q
34773428,IBM,14138508,S,127,1812100,,Q
34773428,IBM,14138508,D,0,0,,Q
34773428,IBM,14138515,S,135,1812300,,Q
34773428,IBM,14138515,D,0,0,,Q
34773428,IBM,14138531,S,127,1812100,,Q
34773428,IBM,14138534,S,100,1811500,,Q
34773428,IBM,14138531,D,0,0,,Q
34773428,IBM,14138539,S,135,1812200,,Q
34773428,IBM,14138539,D,0,0,,Q
34773428,IBM,14138542,S,127,1812000,,Q
34775489,IBM,14159999,B,100,1810900,,Q
34775492,IBM,14160012,B,200,1810800,,Q
34775492,IBM,14138542,D,0,0,,Q
34775492,IBM,14160013,S,135,1812100,,Q
34775495,IBM,14160048,B,100,1811000,,Q
34775497,IBM,14138534,F,0,0,,Q
34775497,IBM,14160057,B,200,1811100,,Q
34775497,IBM,14160013,D,0,0,,Q
34775497,IBM,14160060,S,135,1812300,,Q
34775578,IBM,14160057,D,0,0,,Q
34776054,IBM,14121494,D,0,0,,Q
34776971,IBM,14159999,D,0,0,,Q
34776973,IBM,14160012,D,0,0,,Q
34776973,IBM,14160060,D,0,0,,Q
34776973,IBM,14176808,S,127,1812200,,Q
34776973,IBM,14176808,D,0,0,,Q
34776973,IBM,14176809,S,135,1812400,,Q
34776973,IBM,14176809,D,0,0,,Q
34776973,IBM,14176810,S,127,1812200,,Q
34776973,IBM,14176810,D,0,0,,Q
34776973,IBM,14176811,S,135,1812400,,Q
34776973,IBM,14176811,D,0,0,,Q
34776973,IBM,14176812,S,127,1812200,,Q
34776973,IBM,14176812,D,0,0,,Q
34776973,IBM,14176813,S,135,1812400,,Q
34776974,IBM,14176813,D,0,0,,Q
34776974,IBM,14176814,S,127,1812200,,Q
34776974,IBM,14176814,D,0,0,,Q
34776974,IBM,14176815,S,135,1812400,,Q
34776974,IBM,14176815,D,0,0,,Q
34776974,IBM,14176816,S,127,1812200,,Q
34776974,IBM,14176816,D,0,0,,Q
